source,station,station_id,period_start,period_end,products,source_scale_m,valid_pixels,total_pixels,valid_area_m2,total_area_m2,coverage_pct
HLS,Pastos limpios,00000000000000000000,2022-01-01,2022-01-09,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-01-01,2022-01-09,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-01-01,2022-01-09,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-01-01,2022-01-09,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-01-01,2022-01-09,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-01-01,2022-01-09,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-01-01,2022-01-09,2,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-01-01,2022-01-09,2,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-01-01,2022-01-09,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-01-01,2022-01-09,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-01-09,2022-01-17,7,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-01-09,2022-01-17,7,30,188.44705882352937,243.80784313725482,165657.04445393867,214323.03965705412,77.29315743142332
HLS,Bananera,00000000000000000002,2022-01-09,2022-01-17,7,30,33.13725490196079,243.75686274509803,29129.136287195546,214272.54065539807,13.594432678166738
HLS,Manglar,00000000000000000003,2022-01-09,2022-01-17,7,30,226.2705882352941,241.91372549019607,198810.84667801214,212555.60338039036,93.53357122381736
HLS,Bosque seco,00000000000000000004,2022-01-09,2022-01-17,7,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-01-09,2022-01-17,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-01-09,2022-01-17,2,20,523.6039215686276,545.6039215686275,204569.79724587814,213165.1321457805,95.96775757208542
S2,Bananera,00000000000000000002,2022-01-09,2022-01-17,2,20,458.1176470588235,545.5333333333333,178979.80704896213,213131.89231938383,83.97607936627153
S2,Manglar,00000000000000000003,2022-01-09,2022-01-17,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-01-09,2022-01-17,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-01-17,2022-01-25,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-01-17,2022-01-25,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-01-17,2022-01-25,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-01-17,2022-01-25,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-01-17,2022-01-25,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-01-17,2022-01-25,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-01-17,2022-01-25,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-01-17,2022-01-25,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-01-17,2022-01-25,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-01-17,2022-01-25,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-01-25,2022-02-02,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-01-25,2022-02-02,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-01-25,2022-02-02,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-01-25,2022-02-02,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-01-25,2022-02-02,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-01-25,2022-02-02,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-01-25,2022-02-02,2,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-01-25,2022-02-02,2,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-01-25,2022-02-02,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-01-25,2022-02-02,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-02-02,2022-02-10,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-02-02,2022-02-10,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-02-02,2022-02-10,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-02-02,2022-02-10,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-02-02,2022-02-10,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-02-02,2022-02-10,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-02-02,2022-02-10,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-02-02,2022-02-10,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-02-02,2022-02-10,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-02-02,2022-02-10,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-02-10,2022-02-18,10,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-02-10,2022-02-18,10,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-02-10,2022-02-18,10,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-02-10,2022-02-18,10,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-02-10,2022-02-18,10,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-02-10,2022-02-18,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-02-10,2022-02-18,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-02-10,2022-02-18,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-02-10,2022-02-18,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-02-10,2022-02-18,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-02-18,2022-02-26,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-02-18,2022-02-26,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-02-18,2022-02-26,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-02-18,2022-02-26,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-02-18,2022-02-26,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-02-18,2022-02-26,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-02-18,2022-02-26,2,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-02-18,2022-02-26,2,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-02-18,2022-02-26,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-02-18,2022-02-26,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-02-26,2022-03-06,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-02-26,2022-03-06,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-02-26,2022-03-06,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-02-26,2022-03-06,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-02-26,2022-03-06,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-02-26,2022-03-06,5,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-02-26,2022-03-06,5,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-02-26,2022-03-06,5,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-02-26,2022-03-06,5,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-02-26,2022-03-06,5,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-03-06,2022-03-14,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-03-06,2022-03-14,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-03-06,2022-03-14,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-03-06,2022-03-14,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-03-06,2022-03-14,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-03-06,2022-03-14,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-03-06,2022-03-14,2,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-03-06,2022-03-14,2,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-03-06,2022-03-14,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-03-06,2022-03-14,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-03-14,2022-03-22,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-03-14,2022-03-22,8,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-03-14,2022-03-22,8,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-03-14,2022-03-22,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-03-14,2022-03-22,8,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-03-14,2022-03-22,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-03-14,2022-03-22,4,20,0.0,545.6039215686275,0.0,213165.1321457805,0.0
S2,Bananera,00000000000000000002,2022-03-14,2022-03-22,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-03-14,2022-03-22,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-03-14,2022-03-22,4,20,0.0,545.3686274509803,0.0,213163.19644153066,0.0
HLS,Pastos limpios,00000000000000000000,2022-03-22,2022-03-30,10,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-03-22,2022-03-30,10,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-03-22,2022-03-30,10,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-03-22,2022-03-30,10,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-03-22,2022-03-30,10,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-03-22,2022-03-30,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-03-22,2022-03-30,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-03-22,2022-03-30,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-03-22,2022-03-30,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-03-22,2022-03-30,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-03-30,2022-04-07,8,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-03-30,2022-04-07,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-03-30,2022-04-07,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-03-30,2022-04-07,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-03-30,2022-04-07,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-03-30,2022-04-07,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-03-30,2022-04-07,2,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-03-30,2022-04-07,2,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-03-30,2022-04-07,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-03-30,2022-04-07,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-04-07,2022-04-15,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-04-07,2022-04-15,8,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-04-07,2022-04-15,8,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-04-07,2022-04-15,8,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-04-07,2022-04-15,8,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-04-07,2022-04-15,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-04-07,2022-04-15,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-04-07,2022-04-15,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-04-07,2022-04-15,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-04-07,2022-04-15,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-04-15,2022-04-23,8,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-04-15,2022-04-23,8,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-04-15,2022-04-23,8,30,40.8235294117647,243.75686274509803,35885.57044629866,214272.54065539807,16.74762913462221
HLS,Manglar,00000000000000000003,2022-04-15,2022-04-23,8,30,0.0,241.91372549019607,0.0,212555.60338039036,0.0
HLS,Bosque seco,00000000000000000004,2022-04-15,2022-04-23,8,30,172.0588235294118,243.64705882352945,151314.956685384,214272.15992838528,70.61811330784035
S2,Pastos limpios,00000000000000000000,2022-04-15,2022-04-23,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-04-15,2022-04-23,2,20,0.0,545.6039215686275,0.0,213165.1321457805,0.0
S2,Bananera,00000000000000000002,2022-04-15,2022-04-23,2,20,387.24705882352947,545.5333333333333,151291.49115157782,213131.89231938383,70.98491432003216
S2,Manglar,00000000000000000003,2022-04-15,2022-04-23,2,20,6.76470588235294,545.850980392157,2641.6549098594514,213158.9788100297,1.239288593239946
S2,Bosque seco,00000000000000000004,2022-04-15,2022-04-23,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-04-23,2022-05-01,8,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-04-23,2022-05-01,8,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-04-23,2022-05-01,8,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-04-23,2022-05-01,8,30,0.0,241.91372549019607,0.0,212555.60338039036,0.0
HLS,Bosque seco,00000000000000000004,2022-04-23,2022-05-01,8,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-04-23,2022-05-01,4,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-04-23,2022-05-01,4,20,2.0,545.6039215686275,781.3908996582031,213165.1321457805,0.3665660006364556
S2,Bananera,00000000000000000002,2022-04-23,2022-05-01,4,20,343.5294117647059,545.5333333333333,134211.7843440037,213131.89231938383,62.97123479900595
S2,Manglar,00000000000000000003,2022-04-23,2022-05-01,4,20,0.8941176470588236,545.850980392157,349.15761706782325,213158.9788100297,0.16380150581364789
S2,Bosque seco,00000000000000000004,2022-04-23,2022-05-01,4,20,345.4705882352941,545.3686274509803,135030.74918799303,213163.19644153066,63.34618331970413
HLS,Pastos limpios,00000000000000000000,2022-05-01,2022-05-09,4,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-05-01,2022-05-09,4,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-05-01,2022-05-09,4,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-05-01,2022-05-09,4,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-05-01,2022-05-09,4,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-05-01,2022-05-09,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-05-01,2022-05-09,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-05-01,2022-05-09,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-05-01,2022-05-09,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-05-01,2022-05-09,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-05-09,2022-05-17,11,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-05-09,2022-05-17,11,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-05-09,2022-05-17,11,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-05-09,2022-05-17,11,30,0.0,241.91372549019607,0.0,212555.60338039036,0.0
HLS,Bosque seco,00000000000000000004,2022-05-09,2022-05-17,11,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-05-09,2022-05-17,2,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-05-09,2022-05-17,2,20,0.0,545.6039215686275,0.0,213165.1321457805,0.0
S2,Bananera,00000000000000000002,2022-05-09,2022-05-17,2,20,0.0,545.5333333333333,0.0,213131.89231938383,0.0
S2,Manglar,00000000000000000003,2022-05-09,2022-05-17,2,20,0.0,545.850980392157,0.0,213158.9788100297,0.0
S2,Bosque seco,00000000000000000004,2022-05-09,2022-05-17,2,20,0.0,545.3686274509803,0.0,213163.19644153066,0.0
HLS,Pastos limpios,00000000000000000000,2022-05-17,2022-05-25,61,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-05-17,2022-05-25,61,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-05-17,2022-05-25,61,30,243.75686274509803,243.75686274509803,214272.54065539807,214272.54065539807,100.0
HLS,Manglar,00000000000000000003,2022-05-17,2022-05-25,61,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-05-17,2022-05-25,61,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-05-17,2022-05-25,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-05-17,2022-05-25,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-05-17,2022-05-25,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-05-17,2022-05-25,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-05-17,2022-05-25,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-05-25,2022-06-02,46,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-05-25,2022-06-02,46,30,103.70196078431373,243.80784313725482,91160.83634918812,214323.03965705412,42.53431478718191
HLS,Bananera,00000000000000000002,2022-05-25,2022-06-02,46,30,205.90588235294118,243.75686274509803,180999.8371510227,214272.54065539807,84.47178373738242
HLS,Manglar,00000000000000000003,2022-05-25,2022-06-02,46,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-05-25,2022-06-02,46,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-05-25,2022-06-02,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-05-25,2022-06-02,2,20,505.6039215686276,545.6039215686275,197537.304997343,213165.1321457805,92.66867569235016
S2,Bananera,00000000000000000002,2022-05-25,2022-06-02,2,20,528.3058823529411,545.5333333333333,206401.34738937076,213131.89231938383,96.84207517853444
S2,Manglar,00000000000000000003,2022-05-25,2022-06-02,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-05-25,2022-06-02,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-06-02,2022-06-10,61,30,14.145098039215688,243.78431372549025,12433.046504959408,214276.69850116826,5.8023324943526795
HLS,Palma,00000000000000000001,2022-06-02,2022-06-10,61,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-06-02,2022-06-10,61,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-06-02,2022-06-10,61,30,100.13725490196079,241.91372549019607,87984.49928337548,212555.60338039036,41.39363906860553
HLS,Bosque seco,00000000000000000004,2022-06-02,2022-06-10,61,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
