station,period_start,period_end,albedo_hls,albedo_s2,coverage_hls,coverage_s2,difference_hls_minus_s2
Bananera,2021-12-11,2021-12-19,0.16353723006090398,0.18219159409932573,99.82011776108571,99.28874005455988,-0.018654364038421745
Bananera,2021-12-19,2021-12-27,0.1630034106211025,0.19276538504052967,99.82011776108571,99.28874005455988,-0.029761974419427184
Bananera,2021-12-27,2022-01-01,0.16679257447439558,0.18704107335545544,99.82011776104834,99.28874005452272,-0.020248498881059868
Bananera,2022-01-01,2022-01-09,0.16383422192570474,0.18386265749891578,99.82011776108571,99.28874005455988,-0.020028435573211045
Bananera,2022-01-17,2022-01-25,0.16407407022274206,0.1848473045773857,99.82011776104834,99.28874005452272,-0.02077323435464365
Bananera,2022-01-25,2022-02-02,0.16784480204945318,0.18570240942397012,99.82011776108571,99.28874005455988,-0.017857607374516943
Bananera,2022-02-02,2022-02-10,0.1639611110759093,0.18719175591058956,99.82011776108571,99.28874005455988,-0.023230644834680264
Bananera,2022-02-10,2022-02-18,0.16298135393904092,0.18761288004622406,99.82011776108571,99.28874005455988,-0.024631526107183138
Bananera,2022-02-18,2022-02-26,0.16267927539978821,0.19096988178625432,99.82011776108571,99.28874005455988,-0.028290606386466105
Bananera,2022-02-26,2022-03-06,0.16705274061244485,0.19322826700229082,99.82011776108571,99.28874005455988,-0.026175526389845966
Bananera,2022-03-06,2022-03-14,0.16977622434620443,0.1967074159499493,99.82011776108571,99.28874005455988,-0.02693119160374488
Bananera,2022-03-22,2022-03-30,0.17362034845434798,0.22452071552802197,99.82011776104834,99.28874005452272,-0.050900367073673985
Bananera,2022-03-30,2022-04-07,0.1775594664454063,0.21372097017829597,99.82011776104834,99.28874005452272,-0.03616150373288968
Bananera,2022-04-07,2022-04-15,0.17767298661121764,0.21472936459487046,99.82011776104834,99.28874005452272,-0.03705637798365283
Bananera,2022-05-01,2022-05-09,0.18374451059195498,0.2118883071512294,99.82011776104834,99.28874005452272,-0.028143796559274403
Bananera,2022-05-17,2022-05-25,0.17206786401616428,0.19967118091493224,99.82011776108571,99.28874005455988,-0.027603316898767966
Bananera,2022-05-25,2022-06-02,0.176523016211696,0.17929386841452669,84.31983400151323,96.15327628742052,-0.002770852202830687
Bananera,2022-12-03,2022-12-11,0.1624416328706121,0.18233716737037095,99.82011776108571,99.28874005455988,-0.019895534499758838
Bananera,2022-12-11,2022-12-19,0.16922328994136765,0.20084465841127,99.82011776104834,99.28874005452272,-0.03162136846990235
Bananera,2022-12-19,2022-12-27,0.16182574598351024,0.18203268330712788,99.82011776104834,99.28874005452272,-0.02020693732361764
Bananera,2022-12-27,2023-01-01,0.16528406544540916,0.1898928856974107,99.82011776108571,99.28874005455988,-0.024608820252001534
Bananera,2023-01-01,2023-01-09,0.16552066772826549,0.18671326692198248,99.82011776108571,99.28874005455988,-0.021192599193716993
Bananera,2023-01-09,2023-01-17,0.16839588844369105,0.18243150266572086,99.82011776108571,99.28874005455988,-0.014035614222029813
Bananera,2023-01-17,2023-01-25,0.16259570267607593,0.1853360376045739,99.82011776104834,99.28874005452272,-0.022740334928497974
Bananera,2023-01-25,2023-02-02,0.16347948214520025,0.18983060618671033,99.82011776104834,99.28874005452272,-0.026351124041510077
Bananera,2023-02-02,2023-02-10,0.16318908552261505,0.18661351098987541,99.82011776108571,99.28874005455988,-0.023424425467260368
Bananera,2023-02-10,2023-02-18,0.16141436985445795,0.18767204895423592,99.82011776108571,99.28874005455988,-0.02625767909977797
Bananera,2023-02-18,2023-02-26,0.16341500608298998,0.19222117620922025,99.82011776108571,99.28874005455988,-0.02880617012623027
Bananera,2023-02-26,2023-03-06,0.16652323182172638,0.19523415442988606,99.82011776108571,99.28874005455988,-0.02871092260815969
Bananera,2023-03-14,2023-03-22,0.17246336939053533,0.20627157780600033,99.82011776104834,99.28874005452272,-0.033808208415465
Bananera,2023-03-22,2023-03-30,0.1750257456532178,0.21282264474485857,99.82011776108571,99.28874005455988,-0.03779689909164077
Bananera,2023-03-30,2023-04-07,0.17631573972846235,0.20611609962666813,99.82011776108571,99.28874005455988,-0.029800359898205786
