source,station,station_id,period_start,period_end,source_scale_m,NDVI_p02,NDVI_p05,NDVI_p10,NDVI_p90,NDVI_p95,NDVI_p98,nonwater_pixel_count,coverage_pct,products
HLS,Manglar,00000000000000000003,2021-11-25,2021-12-03,30,0.6097560792207081,0.6827656403766471,0.7276604586732252,0.8643175800320815,0.8761396358158544,0.8818177453314131,272,100.0,8
HLS,Bosque seco,00000000000000000004,2021-11-25,2021-12-03,30,0.4343434279676829,0.5947592952858688,0.7104250627913664,0.8913854249018615,0.9000364995239711,0.9012391957777396,271,100.0,8
HLS,Pastos limpios,00000000000000000000,2021-12-03,2021-12-11,30,0.6778413768925,0.7000562734758012,0.7200756351787885,0.8431977908703593,0.8583492237442997,0.8716315520334212,288,100.0,7
HLS,Palma,00000000000000000001,2021-12-03,2021-12-11,30,0.6842462918533917,0.7229411728226396,0.7938511741316773,0.8993333440071698,0.901224196879596,0.9048934838863207,286,100.0,7
HLS,Bananera,00000000000000000002,2021-12-03,2021-12-11,30,0.5639498967954626,0.7968061707219338,0.8343506682731754,0.9124115193745173,0.9124115193745173,0.9314201568561259,287,100.0,7
HLS,Manglar,00000000000000000003,2021-12-03,2021-12-11,30,0.6894228051920002,0.7209001116010384,0.7385384467491649,0.8688321774953032,0.8775328079093746,0.8813996708254744,272,100.0,7
HLS,Bosque seco,00000000000000000004,2021-12-03,2021-12-11,30,0.43808658801864064,0.6035186777019526,0.6977833278103355,0.8843287654224623,0.89253864449854,0.8962081253181302,271,100.0,7
HLS,Pastos limpios,00000000000000000000,2021-12-11,2021-12-19,30,0.6627891783493958,0.6908058807214049,0.7105772939670623,0.8323196992397136,0.8520935846440371,0.8661439381722419,288,100.0,8
HLS,Palma,00000000000000000001,2021-12-11,2021-12-19,30,0.7141374702307746,0.7460390305550877,0.7942054547870995,0.9013626691949955,0.90717511450828,0.9156962531610091,286,100.0,8
HLS,Bananera,00000000000000000002,2021-12-11,2021-12-19,30,0.5796864081534354,0.7962074501432611,0.8457456612706528,0.9083489263542138,0.9120845873136937,0.9164539330914755,287,100.0,8
